cust,sum,count
M769953044,14762900.0,141
M770040098,30082160.0,288
M770094000,2223520.0,320
M770094531,12311208.0,185
M770329515,3419460.0,310
M770417693,160385450.0,495
M770474473,2843900.0,112
M770524450,1702860.0,188
M770684375,464980.0,97
M770756651,962336.0,57
M770924134,751260.0,283
M770996835,7572910.0,351
M771077356,1958863.0,315
M771653606,16695310.0,219
M771815237,11616463.0,1159
M772467489,10282004.0,267
M772666580,7038430.0,125
M772758987,4609160.0,107
M772818687,2126000.0,25
M772929704,1389678.0,74
M772956147,31306581.0,68
M773175367,1541270.0,127
M773301579,5291390.0,348
M773585159,1112086.0,29
M773653531,1845101.0,64
M773977093,5125470.0,277
M774038336,11057061.0,559
M774184881,711593.0,83
M774385032,3406720.0,575
M774447445,1464850.0,77
M774547717,696200.0,34
M774552019,3119020.0,45
M774918695,7320157.0,452
M774920360,7430880.0,95
M775545488,89857802.0,450
M775694636,2177031.0,481
M775888359,2102180.0,86
M775950553,1081740.0,91
M776056995,3451950.0,211
M776200575,25272160.0,92
M776394461,1076430.0,61
M776642165,4242540.0,518
M776692733,284170.0,15
M777173754,2115280.0,186
M777254201,1136840.0,128
M777361609,5085170.0,64
M777437680,1357380.0,137
M777441052,4066824.0,152
M777503055,9290948.0,197
M777533140,3667170.0,367
M777642831,572180.0,46
M777872010,957620.0,70
M777884921,1987020.0,9
M777891434,47154930.0,190
M778145641,1073730.0,125
M778149731,689510.0,77
M778587329,916891.0,131
M778665859,1115177.0,211
M778709344,2147055.0,158
M778922882,5023816.0,937
M779230058,303700.0,14
M779617657,3876290.0,424
M779875376,1188420.0,63
M779947508,2145373.0,505
M780170138,4972520.0,417
M780235402,12984285.0,499
M780326698,3470200.0,44
M780634858,2912980.0,230
M780795389,11955133.0,258
M780918240,8900.0,1
M781084046,288460.0,99
M781324840,5875000.0,36
M781417458,4622253.0,76
M781611223,3891200.0,319
M781644693,3386230.0,83
M781652870,6365340.0,126
M781690028,30434000.0,138
M781827879,3892486.0,418
M781908697,1993867.0,234
M782108266,1276095.0,94
M782170000,679910.0,90
M782269331,738130.0,154
M782968269,4912320.0,237
M783029836,1836870.0,114
M783270893,33189080.0,182
M783317395,31258038.0,815
M783389711,2275465.0,62
M783432409,1093410.0,106
M783908672,24540010.0,1062
M783924422,1815220.0,2
M784068044,313837.0,46
M784190419,10827380.0,116
M784253732,2738590.0,259
M784293689,1421570.0,36
M784369361,2796420.0,182
M784404815,874000.0,108
M784408235,1067770.0,15
M784658913,483450.0,31
M784735089,52055340.0,195
M784861325,9107762.0,985
M784862895,7851270.0,127
M784891636,672680.0,42
M784917669,4185360.0,92
M785015693,1802358.0,291
M785020939,5325970.0,123
M785169881,917000.0,21
M785285664,812100.0,25
M785293657,1904619.0,31
M785590280,17777530.0,230
M785916176,11469506.0,583
M785989661,6918912.0,213
M786008373,11166990.0,276
M786026931,2455140.0,113
M786154558,2176706.0,245
M786239438,8955600.0,469
M786370451,10172914.0,564
M786429487,261450.0,11
M786546964,2419500.0,77
M786704591,382926180.0,85
M786866639,1072210.0,112
M786875637,60348370.0,104
M787230031,5483810.0,226
M787257879,3924213.0,434
M787485001,43369747.0,1084
M787489697,5739070.0,320
M787592426,3311184.0,414
M787732349,13428450.0,278
M787766578,248041334.0,535
M787785401,3280700.0,405
M787924367,6489070.0,99
M788091566,671415.0,118
M788170461,2499600.0,31
M788228023,5175146.0,274
M788339060,843110.0,37
M788357663,1149600.0,34
M788434217,728207.0,55
M788499099,2196229.0,99
M788516930,2207654.0,202
M788633839,1629090.0,74
M788680851,3689320.0,91
M788699575,3712740.0,389
M788884354,155100.0,4
M789016972,1705720.0,41
M789045742,7141956.0,597
M789072366,2470934.0,128
M789218531,8029120.0,126
M789375128,25256630.0,499
M789404870,15059067.0,1265
M789555783,761740.0,156
M789711107,4573170.0,187
M789727358,3628900.0,105
M789786249,11804821.0,841
M789816468,4480266.0,353
M789819558,1035427.0,86
M789870088,7097560.0,290
M789931104,2543824.0,196
M789995016,2718929.0,503
M790014380,4696130.0,102
M790081361,1751245.0,119
M790315312,1362923.0,238
M790372926,1138850.0,37
M790389301,130394430.0,364
M790437695,2593760.0,84
M790499441,1348740.0,57
M790567793,1849640.0,61
M790677139,5132367.0,566
M790808439,11185450.0,258
M790808488,13978552.0,167
M790916491,1255430.0,53
M791064483,2840651.0,617
M791141880,8190800.0,133
M791208500,2058880.0,153
M791272361,1028595.0,100
M791589232,1440180.0,53
M791919187,880102.0,230
M791939864,1179048.0,235
M792078195,10251232.0,1144
M792090250,230990.0,33
M792272837,95400.0,6
M792691610,2465510.0,100
M792895633,397600.0,7
M792909131,4050540.0,147
M793003213,10544802.0,106
M793382770,999500.0,15
M793486859,843450.0,48
M793664361,1609410.0,212
M793773333,2370198.0,93
M793841656,13897480.0,307
M793873367,7701470.0,227
M793953321,8577068.0,797
M793984808,59833580.0,222
M794576766,1566790.0,57
M794606130,2309690.0,210
M794764732,3971720.0,145
M794813721,6164424.0,564
M794940786,14579680.0,23
M795101836,13741333.0,933
M795225413,5923450.0,489
M795306882,552370.0,48
M795359248,1648420.0,85
M795528458,1114670.0,64
M795623267,13278947.0,541
M795653145,2121720.0,47
M795731983,1393000.0,45
M795801858,1746370.0,41
M795978933,2951230.0,48
M796358488,5399834.0,503
M796471097,1513812.0,145
M796490059,7332500.0,90
M796538381,5634671.0,410
M796647114,978700.0,36
M796673769,5404810.0,124
M796711934,1687440.0,134
M796758069,134040.0,10
M796822280,5246390.0,89
M796847475,1060200.0,40
M796898352,2039840.0,60
M796948739,1618840.0,171
M796997267,448200.0,35
M797047245,1563670.0,47
M797234541,3388107.0,213
M797623724,2692256.0,416
M797755370,1285660.0,64
M797815208,2515737.0,562
M797873523,12699204.0,1055
M797995234,1680210.0,99
M798489815,3914015.0,827
M798698013,12556446.0,482
M798706025,28761750.0,300
M798729440,41903920.0,1011
M798755272,2510000.0,3
M798843210,3384020.0,179
M799015616,7942370.0,151
M799225603,5037639.0,57
M799390244,5027130.0,162
M799742255,703000.0,71
M799767456,7426720.0,130
M799793795,1780560.0,152
M799802451,3424121.0,199
M799887015,2175781.0,274
M799931470,1770356.0,137
M800016326,1109960.0,86
M800116259,309420.0,10
M800283003,8691431.0,601
M800637812,4751853.0,442
M800721078,364440.0,96
M800730883,7793516.0,661
M800758842,323644.0,123
M800819810,88017510.0,331
M800867378,3396529.0,522
M801015148,98860.0,29
M801087605,783300.0,24
M801520008,1872888.0,115
M801609358,2734490.0,21
M801858238,1688850.0,55
M801886431,3658620.0,93
M801886729,2287280.0,48
M801888601,2502249.0,217
M801950620,3261982.0,75
M801991664,33720870.0,282
M802013058,1546977.0,131
M802139949,34071940.0,387
M802454573,3664139.0,249
M802517135,2942890.0,265
M802553214,2378840.0,146
M802611702,2814200.0,10
M802756595,8067887.0,588
M802849285,3555708.0,472
M802855717,7493481.0,227
M802890563,11854500.0,27
M803004890,16524866.0,667
M803182570,1484600.0,150
M803223483,1242290.0,79
M803271547,990410.0,52
M803292560,71177616.0,379
M803358789,8763872.0,654
M803370841,1025540.0,23
M803431471,11288614.0,346
M803532081,2215520.0,63
M803842625,4148283.0,571
M804123110,6698690.0,113
M804337607,20630938.0,402
M804500446,2849040.0,70
M804504538,7873812.0,455
M804510925,6046670.0,407
M804672461,13214026.0,1080
M804769315,1153400.0,29
M804851395,4996926.0,70
M804862482,5159240.0,97
M804891838,11171678.0,1412
M805001563,4498270.0,305
M805094376,2313854.0,31
M805468895,490400.0,6
M805505663,344690.0,59
M805544172,931171.0,209
M805555089,2833106.0,185
M805652589,861426.0,45
M805772600,7117580.0,31
M805823194,2152000.0,318
M805823563,8062375.0,312
M805930072,16300310.0,502
M806015596,10792639.0,290
M806219084,3877510.0,140
M806574014,400210.0,91
M806618621,18360.0,2
M806772560,10789430.0,402
M806936643,1771170.0,53
M806939229,11977670.0,656
M806964298,2084940.0,128
M807142165,2459564.0,214
M807172781,6377060.0,253
M807374636,3078784.0,300
M807425485,1854380.0,248
M807512243,1223361.0,93
M807520027,1305940.0,62
M807528167,3728570.0,43
M807553752,10899300.0,67
M807699626,1849450.0,114
M807738780,3390690.0,196
M807787560,1045230.0,104
M807861654,19133800.0,124
M808352723,11253350.0,157
M808364727,2424679.0,198
M808492005,2191442.0,65
M808744608,2689300.0,24
M808766026,6603247.0,188
M808776109,6040720.0,134
M808895706,1170890.0,109
M808962113,5796236.0,292
M809011197,17642000.0,63
M809198244,11700.0,7
M809344662,2627510.0,45
M809402686,3273923.0,392
M809411715,3901399.0,554
M809459597,1032120.0,50
M809726629,7716400.0,61
M809760591,1655050.0,103
M809814141,1763400.0,126
M809891959,5421628.0,198
M809929106,1117600.0,57
M809978720,715910.0,105
M810194633,2353990.0,74
M810385081,8302040.0,115
M810594696,15822935.0,450
M810767211,3568551.0,343
M810774260,862660.0,134
M811026619,1285840.0,55
M811289103,3838336.0,365
M811510101,20115530.0,111
M811666510,2831430.0,297
M811831696,3743798.0,776
M812078709,586370.0,21
M812269134,3964723.0,489
M812603043,816402.0,179
M812692027,2946141.0,217
M812693123,19179330.0,152
M812743903,11463967.0,218
M812876318,1270272.0,146
M812914164,4397380.0,90
M812923328,9086245.0,896
M812972839,1434620.0,81
M813140968,33996880.0,164
M813206084,2697200.0,333
M813217018,2547340.0,67
M813239364,24526010.0,235
M813558879,2730570.0,332
M813736487,9898564.0,178
M814079862,17791380.0,328
M814118770,9958648.0,422
M814208003,22152910.0,101
M814254438,2599394.0,291
M814349060,3121020.0,288
M814893049,9951571.0,784
M814979069,1313500.0,20
M815037781,10051185.0,1098
M815088778,14610492.0,803
M815633570,3108432.0,229
M815764661,1830496.0,188
M815903524,8061160.0,55
M816009883,23597838.0,123
M816164368,11286330.0,193
M816204976,4753002.0,540
M816241617,709330.0,132
M816268724,11767691.0,775
M816318679,5899406.0,502
M816508384,6646312.0,501
M816546662,1256020.0,118
M816813947,332660.0,25
M816891261,8252867.0,385
M816965877,2962326.0,418
M817019416,7005100.0,50
M817054353,644350.0,28
M817128650,24312630.0,160
M817245169,5004762.0,399
M817257916,4361592.0,393
M817283710,2460670.0,68
M817296447,1241900.0,15
M817559694,4146823.0,235
M817701690,476260.0,7
M818027713,16385378.0,837
M818104759,6431160.0,589
M818218709,5641669.0,428
M818246284,3534260.0,378
M818460230,11195808.0,274
M818619129,1492600.0,6
M818695189,51716019.0,606
M818722826,6513986.0,727
M818926701,6541460.0,613
M818974278,16945610.0,263
M819061016,7543886.0,143
M819131301,16221241.0,1508
M819214183,969620.0,63
M819291965,16129698.0,620
M819421021,26878600.0,220
M819510622,239260.0,7
M819522320,5285460.0,305
M819663320,3013580.0,70
M819743925,2039238.0,187
M819845004,193650.0,51
M819862062,5164892.0,111
M819920876,12570024.0,1123
M819987086,673500.0,226
M820127551,10986790.0,70
M820260159,5358850.0,444
M820362416,4878675.0,261
M820594969,4249850.0,404
M820652800,3437620.0,138
M821124415,9450493.0,587
M821164100,4742280.0,432
M821189114,7013614.0,397
M821272044,6869591.0,212
M821554568,2122258.0,105
M821621078,4835246.0,232
M821634511,2743796.0,755
M821637158,2215810.0,754
M821812039,3090980.0,226
M821891615,2697184.0,108
M822355404,2692740.0,146
M822413498,2037415.0,278
M822615841,37177600.0,42
M822643255,3539876.0,334
M822712288,20000.0,2
M822767908,986960.0,70
M822819332,3174650.0,337
M822941833,4216640.0,180
M822969658,469910.0,53
M822991749,2772390.0,35
M823144123,373680.0,119
M823231094,10066918.0,992
M823266956,862470.0,103
M823289165,14598921.0,310
M823320103,1294370.0,122
M823420646,523460.0,14
M823465441,3168101.0,394
M823558048,15029922.0,1733
M823667580,11334280.0,276
M823872919,1031640.0,175
M824007962,29581075.0,212
M824022798,12674307.0,1215
M824056265,7278180.0,389
M824232942,456700.0,30
M824292673,546610.0,32
M824333271,1312140.0,67
M824480494,6311021.0,567
M824495836,336200.0,32
M824761013,2355507.0,373
M824797905,813760.0,85
M824825806,11366168.0,566
M824853432,10513844.0,791
M824877949,3988490.0,60
M824900645,568430.0,108
M825639016,546060.0,33
M825732608,8554968.0,99
M825753792,973944.0,275
M825841010,38364098.0,418
M825862754,6696440.0,121
M825873399,6002352.0,193
M826004911,2287088.0,185
M826560530,9093542.0,461
M826676876,1648918.0,420
M826713328,35585490.0,192
M826880039,3464980.0,324
M827069410,1690772.0,139
M827226190,8036203.0,608
M827234429,1474907.0,176
M827579548,4465110.0,392
M827795972,12708690.0,270
M827883649,3354090.0,107
M827976378,2747300.0,59
M828274578,509510.0,74
M828301418,16002010.0,366
M828311226,2760600.0,316
M828640577,5089040.0,87
M828855588,25680845.0,441
M829032371,771340.0,19
M829293629,114900.0,4
M829325897,6262200.0,109
M829427236,5419101.0,1008
M829441311,5296350.0,88
M829458897,32886580.0,328
M829710879,23902035.0,390
M829763953,6080451.0,489
M829868441,2107260.0,363
M830010687,12224880.0,145
M830090160,3063180.0,221
M830131965,365900.0,32
M830150239,28430.0,13
M830167188,285150.0,58
M830192463,22057990.0,161
M830240233,1543370.0,62
M830282257,4839342.0,167
M830306927,10066036.0,657
M830396092,8167687.0,255
M830518015,3627930.0,113
M830555731,1034100.0,11
M830608248,3601921.0,437
M830638996,13697560.0,131
M830675583,1982650.0,38
M830835354,1618070.0,74
M830841749,45488060.0,246
M831033896,2570490.0,38
M831071410,3340840.0,356
M831101299,4643265.0,600
M831592059,3033240.0,183
M831603740,1129970.0,62
M831720880,5817820.0,90
M831838363,1429174.0,201
M831900304,906246.0,41
M832034090,3903564.0,480
M832035775,610680.0,101
M832046770,6896620.0,155
M832084751,23582710.0,475
M832112008,4424442.0,385
M832140011,97006920.0,406
M832214961,1164159.0,59
M832280268,12956456.0,431
M832553296,5577858.0,395
M832569820,1375920.0,124
M832632464,4808260.0,477
M832687340,18236284.0,619
M832915955,875545.0,94
M832916668,8440495.0,559
M832975667,642930880.0,423
M832993568,5548646.0,892
M833066395,15758300.0,42
M833079117,640510.0,91
M833218147,2921398.0,88
M833300586,39000.0,3
M833362482,18243230.0,210
M833473072,86800.0,4
M833561479,387800.0,3
M833659950,8370370.0,325
M834286570,4685900.0,40
M834457559,1370960.0,94
M834507775,3611840.0,46
M834618846,3932306.0,289
M834826001,8696154.0,255
M835189636,2843384.0,131
M835266026,1537540.0,163
M835307234,4088970.0,493
M835388985,503183.0,53
M835425216,2528472.0,239
M835523114,301030.0,36
M836039522,14659315.0,342
M836162682,1457488.0,555
M836287742,7258250.0,71
M836374542,19470254.0,872
M836540837,12611646.0,628
M836550923,8121100.0,85
M836749720,49621099.0,616
M836958889,4241925.0,576
M837064381,6504236.0,96
M837447122,1057580.0,47
M837619638,8121500.0,62
M837629763,73700.0,5
M837726971,1842253.0,106
M837731536,11310076.0,514
M837792995,62044460.0,106
M837947257,12550839.0,858
M837947714,1043190.0,126
M838171859,4756657.0,362
M838211312,1524833.0,371
M838234328,6093656.0,467
M838421701,4617180.0,118
M838622742,125547262.0,88
M838778292,1514606.0,222
M839165883,15014627.0,512
M839268721,6956940.0,489
M839308093,3854690.0,153
M839314638,5290660.0,385
M839469058,3546096.0,294
M839598113,7811994.0,688
M839626418,1261853.0,191
M839768575,3200489.0,392
M839839942,3625760.0,379
M839868338,1692013.0,120
M840090738,2501900.0,134
M840250645,1910492.0,153
M840254927,2513412.0,132
M840337543,6920503.0,741
M840448991,1943880.0,107
M840551273,2343790.0,98
M840674106,7703250.0,117
M841066941,1140670.0,85
M841112979,1649406.0,111
M841147459,12794040.0,112
M841342988,1053810.0,94
M841365562,2288280.0,17
M841409094,17266879.0,543
M841546151,470200.0,58
M841552717,3616920.0,106
M841582584,2288098.0,268
M841741747,3174052.0,494
M841853039,1795250.0,171
M841853287,1993228.0,94
M841943875,2100440.0,200
M842037640,925710.0,135
M842100193,278100.0,5
M842199770,7312368.0,404
M842288325,19299151.0,411
M842346945,9011140.0,247
M842388746,8258460.0,164
M842545646,3807748.0,563
M842877370,1364026.0,68
M842883407,1121960.0,97
M842936580,11188530.0,366
M842941585,1525110.0,120
M842991166,1938720.0,41
M843029142,41779313.0,519
M843070829,1106140.0,88
M843080991,38000.0,3
M843082358,3000366.0,216
M843209976,1133263.0,17
M843598106,331000.0,45
M843675343,2340410.0,196
M843698425,8668666.0,799
M843765861,4319355.0,657
M843988289,3237495.0,27
M844140005,4706931.0,191
M844179338,8774759.0,242
M844223174,20673490.0,88
M844576998,462900.0,3
M844753457,7885440.0,94
M844818132,4886919.0,506
M844835592,9585080.0,1170
M844879739,402280.0,27
M844959606,1615975.0,180
M845111187,6602206.0,420
M845113050,693300.0,4
M845503406,1454510.0,115
M845580701,976070.0,125
M845711178,19471900.0,75
M845724004,246020.0,68
M845743058,7290991.0,1037
M846027992,23622340.0,428
M846298338,6935493.0,318
M846563015,1738700.0,40
M846688896,9983870.0,35
M846860719,4612190.0,560
M846889239,10712380.0,94
M846905359,2961160.0,51
M847132615,13983076.0,442
M847263740,4701540.0,103
M847426011,24019304.0,743
M847518018,4813551.0,351
M847608375,16012640.0,595
M847654493,1664372.0,375
M847748467,256349.0,36
M847768241,3311200.0,33
M847896606,1023649.0,100
M848083175,1377538.0,188
M848203148,699000.0,1
M848353349,522565.0,89
M848671482,4026920.0,76
M848801626,482320.0,14
M848881957,3470352.0,260
M849233011,23747799.0,247
M849339199,17983950.0,154
M849831487,4676360.0,57
M849972237,454486.0,78
M850064721,902540.0,123
M850190383,2252890.0,176
M850339419,9275250.0,126
M850381347,9706375.0,292
M850435701,1007670.0,63
M850560238,2954320.0,162
M850680336,1253640.0,214
M851142445,56235980.0,403
M851159902,27182898.0,955
M851176962,11198857.0,731
M851340618,141000.0,2
M851644736,4982842.0,535
M851781338,2128866.0,419
M851925709,9400390.0,1924
M851957988,5983970.0,29
M852087811,1530030.0,145
M852672532,5604135.0,645
M852688576,1350090.0,99
M852818972,1375260.0,52
M852840112,3900578.0,171
M852902453,2337900.0,56
M852936210,2048804.0,129
M853156553,270420.0,29
M853311431,27141680.0,386
M853693706,444340.0,116
M853702490,769000.0,26
M853713284,4115738.0,128
M853837036,72620.0,17
M853946683,1054683.0,131
M854020936,60420692.0,141
M854130152,10465677.0,1521
M854177292,1443600.0,81
M854194558,2719300.0,241
M854337279,1374680.0,268
M854357445,5318880.0,257
M854444204,1420320.0,23
M854498795,1000060.0,132
M854616657,22672210.0,15
M854881050,1985741.0,96
M854908443,6027175.0,698
M855058822,42010.0,6
M855111941,8513000.0,77
M855305948,6389430.0,147
M855410032,8541540.0,302
M855586493,11079620.0,131
M855656813,1685620.0,107
M855729596,39690690.0,476
M855764558,2148465.0,517
M855843347,7825436.0,402
M855865931,1852360.0,50
M856110679,17029760.0,413
M856190004,161590.0,19
M856228194,3723410.0,64
M856297841,1393999.0,222
M856343853,14450479.0,612
M856354970,4353100.0,140
M856406978,6262720.0,252
M856510048,1280390.0,51
M856595725,24900.0,5
M856696976,10607539.0,532
M856746010,8912336.0,747
M856808014,753231.0,157
M856898887,5514270.0,226
M857054539,2100446.0,163
M857188421,1118248.0,261
M857356405,1110800.0,55
M857625267,48051018.0,236
M857628552,1754445.0,291
M857803861,608450.0,68
M858141017,6295390.0,327
M858154892,3298190.0,92
M858243295,592830.0,42
M858829112,3142242.0,188
M858874592,2026700.0,84
M858893934,2206780.0,211
M858978984,311080.0,9
M859010126,3832778.0,266
M859096972,925900.0,16
M859291971,1239900.0,25
M859360566,479030.0,51
M859361095,5568030.0,96
M859459444,2479300.0,75
M859526760,11674882.0,1027
M859567324,4541800.0,65
M859588100,4288840.0,155
M859631754,2718640.0,269
M859763860,5797856.0,152
M859825585,1933402.0,159
M860028395,363240.0,77
M860284105,5180234.0,478
M860356465,956590.0,146
M860556602,379400.0,11
M860768538,5177254.0,698
M860880976,11236415.0,796
M860905608,13469190.0,359
M860946052,2604830.0,178
M861011363,10450864.0,74
M861187706,1090000.0,1
M861279074,5292380.0,205
M861306547,404040.0,45
M861453564,816810.0,120
M861528943,105900.0,6
M861637012,6160500.0,59
M861731445,442000.0,4
M861804587,7337640.0,193
M861859904,5116000.0,77
M861908645,11857548.0,76
M861999192,1141140.0,99
M862038338,3441440.0,7
M862281461,2223369.0,371
M862529579,1915150.0,156
M862605526,18542710.0,105
M862665463,7191840.0,388
M862684897,432330.0,91
M862755427,1777250.0,6
M862823157,1003930.0,21
M863020395,1235010.0,148
M863746846,950660.0,153
M863758775,9884970.0,57
M863763402,3415320.0,92
M863850265,20617736.0,314
M863989343,988672.0,154
M864016415,1174690.0,279
M864074447,3428670.0,281
M864132607,6217590.0,315
M864437464,529030.0,84
M864444389,2066344.0,317
M864457514,3937530.0,60
M864551392,6641026.0,709
M864727138,9403524.0,324
M864801363,8720795.0,353
M865189007,873670.0,41
M865202567,2115560.0,92
M865368699,14173200.0,78
M865424221,2511848.0,339
M865790081,21009413.0,566
M865797458,4992288.0,523
M865811362,3368254.0,561
M865938577,21740572.0,358
M866156316,870832.0,71
M866215413,8620141.0,1075
M866410628,3314100.0,138
M866425112,5705180.0,113
M866656801,24563055.0,434
M866767505,5381465.0,515
M866800881,2770280.0,29
M866881490,12121310.0,259
M866920062,1510583.0,133
M866955517,2019341.0,237
M866995639,4875110.0,517
M867055189,9895580.0,499
M867131414,25198626.0,556
M867369909,3338248.0,841
M867446840,12502301.0,476
M867637042,532700.0,5
M867677795,610410.0,41
M867716660,205600.0,4
M867765456,98637160.0,185
M867845826,433280.0,94
M867954502,4200864.0,287
M868287895,6973400.0,31
M868357047,4192220.0,368
M868363713,28738960.0,108
M868530077,828090.0,74
M868548080,6138220.0,725
M868588681,2906390.0,242
M868709107,1677665.0,88
M868923317,1210160.0,165
M868967412,2317040.0,135
M869324506,2791260.0,82
M869414829,4192800.0,46
M869428380,806736.0,130
M869715952,448150.0,62
M870083459,25612782.0,787
M870091620,3571993.0,441
M870275969,6446625.0,758
M870375230,11211728.0,69
M870480461,454100.0,10
M870498704,633360.0,41
M871122793,8000.0,1
M871139457,1574529.0,185
M871314445,480200.0,19
M871496431,10489594.0,869
M871598814,8154420.0,112
M871660204,9013083.0,301
M871851436,6119610.0,342
M872182722,3996500.0,411
M872225862,34235330.0,363
M872274105,229620.0,9
M872525831,737870.0,64
M872731189,6488165.0,411
M872732589,7487350.0,104
M872851029,2247490.0,115
M872997601,4187270.0,33
M872998933,1087950.0,52
M873027016,63934886.0,291
M873074625,3807680.0,98
M873101792,1677428.0,247
M873102835,2318000.0,36
M873162939,1640918.0,189
M873196528,109600.0,6
M873252470,1075930.0,144
M873343192,221870.0,35
M873417779,82000.0,1
M873561887,6416900.0,42
M873601380,5106765.0,227
M873643690,7812130.0,307
M873662975,11073090.0,143
M873738498,12367500.0,164
M874056383,6762343.0,84
M874236909,2201206.0,113
M874272148,1413400.0,52
M874295509,412830.0,75
M874332268,9007990.0,220
M874334700,33830310.0,244
M874389601,5156518.0,362
M874529441,1822490.0,203
M874555628,4535449.0,260
M874806029,2407523.0,219
M875058846,2227840.0,122
M875247933,75519565.0,518
M875336772,14793215.0,703
M875360230,2719273.0,94
M875547696,35889090.0,226
M875573532,37844090.0,170
M875634302,854420.0,63
M875728305,9366768.0,204
M875728834,1519860.0,103
M875807687,4415630.0,61
M875833606,727211.0,85
M875941154,3929548.0,727
M875953637,21192050.0,155
M875977353,4740382.0,318
M876101498,11916449.0,1129
M876132139,1668940.0,39
M876231497,10445730.0,72
M876322891,1557630.0,120
M876597272,126568995.0,276
M876772491,18451463.0,516
M876946506,287737.0,39
M877283668,25644078.0,473
M877858201,2967122.0,199
M877931136,726550.0,62
M878181490,1111616.0,80
M878206907,7787350.0,138
M878345406,11489475.0,370
M878489584,9713744.0,296
M878595157,2163890.0,39
M878666476,6085130.0,90
M878734583,13058222.0,631
M878922415,1484000.0,2
M878949431,2217082.0,339
M879158762,6299520.0,805
M879174682,40912160.0,150
M879409821,17304679.0,184
M879420309,5436990.0,107
M879495989,5191491.0,404
M879537010,6297480.0,253
M879618350,3165550.0,77
M879675211,4888889.0,982
M879837127,5050031.0,299
M879862824,890825.0,182
M880029153,20610927.0,1822
M880872023,473440.0,228
M880914357,5308370.0,484
M881022819,17249308.0,771
M881264127,4494480.0,124
M881291370,1347390.0,34
M881320381,2415192.0,176
M881415845,6276799.0,447
M881636222,11803194.0,633
M881956156,361272.0,114
M882166723,1419923.0,348
M882239029,248800.0,4
M882479545,817722.0,89
M882581412,4667010.0,33
M882619715,1789106.0,120
M882759324,676840.0,71
M882870672,3538323.0,225
M882955788,44401304.0,1206
M883040926,1264240.0,119
M883168799,792280.0,110
M883237798,705122.0,77
M883342186,19426689.0,192
M883449921,1168053.0,140
M883468911,2115530.0,143
M883563097,11693686.0,344
M883621292,2342880.0,212
M883734585,1590731.0,131
M883777065,18997084.0,241
M883898474,1627582.0,189
M883899235,4015700.0,418
M884221667,2490970.0,113
M884370898,17444955.0,50
M884487053,2137138.0,341
M884489725,117380.0,21
M884842725,1757644.0,155
M884947330,7368776.0,491
M884949110,3213301.0,72
M884965132,2839197.0,305
M885168044,794810.0,112
M885357002,35988612.0,346
M885546737,12374956.0,842
M885651029,6056712.0,230
M885655793,3822000.0,38
M885790187,5886183.0,197
M885795370,11205010.0,561
M886019794,1176626.0,168
M886185991,2871292.0,286
M886197980,1290290.0,101
M886244263,7118700.0,198
M886307028,12425344.0,323
M886376934,5124665.0,163
M886405620,4062080.0,258
M886521425,13448622.0,166
M886716967,14727665.0,448
M886923095,3435780.0,110
M887280967,15762598.0,532
M887488479,4006800.0,46
M887644071,1609270.0,79
M887743244,3021600.0,279
M887801736,1255500.0,37
M887894650,1536423.0,161
M888071933,2280210.0,46
M888156269,184970.0,16
M888187074,3950240.0,351
M888347597,2980500.0,89
M888369859,3626320.0,205
M888468407,1870248.0,144
M888601961,3351730.0,85
M888719167,4718381.0,161
M888751034,1036000.0,29
M888778868,5177757.0,310
M889012804,6905718.0,565
M889718092,5008570.0,400
M890043915,19654992.0,371
M890280911,7379817.0,654
M890497982,95844400.0,173
M890569559,126000.0,4
M890581813,300350.0,11
M890638632,2951720.0,163
M890659106,2357133.0,472
M890779842,605281.0,127
M890785925,1677085.0,135
M891110948,367280.0,79
M891114004,7205044.0,548
M891185785,1151570.0,52
M891238856,604770.0,74
M891243731,1268735.0,92
M891311849,7652470.0,112
M891487158,2329330.0,134
M891584748,2279080.0,125
M891655255,5275257.0,417
M891713620,2444865.0,234
M891879680,8370090.0,551
M892194212,1905170.0,103
M892425962,376820.0,38
M892438899,686180.0,72
M892511546,1387730.0,191
M892518647,50457140.0,329
M892553507,12191080.0,349
M892611791,36411343.0,486
M892620216,3579279.0,451
M892695462,843240.0,33
M892817688,3365627.0,168
M892845323,11239264.0,605
M893045011,1283079.0,99
M893380033,10716072.0,210
M893502629,5742550.0,260
M893616239,1689645.0,61
M893875587,1351438.0,87
M893883656,721050.0,62
M893936428,3028576.0,223
M894021798,1269180.0,173
M894119257,15448913.0,1489
M894460288,12872311.0,708
M894479968,158320.0,47
M894497184,1507488.0,376
M894544159,437752.0,30
M894548510,2920020.0,177
M894686746,4005110.0,281
M894749991,68217766.0,348
M894994890,12069169.0,609
M895072980,2782483.0,461
M895095393,539400.0,2
M895269983,14532546.0,258
M895555691,2302069.0,220
M895602894,4947270.0,213
M895635451,5140180.0,122
M895782439,22874800.0,53
M895829724,15893776.0,335
M895832116,2432810.0,180
M896098525,743880.0,43
M896192549,14612950.0,40
M896243725,3554300.0,6
M896597430,16119210.0,224
M896598935,3585436.0,77
M896618336,10609625.0,808
M896621996,4105530.0,30
M896723646,112139520.0,230
M896749456,2601600.0,87
M896770606,3660381.0,760
M896781289,5457740.0,116
M896905829,1066612.0,104
M896945111,1233950.0,45
M897025413,3163032.0,120
M897090232,7915890.0,53
M897167673,1740474.0,200
